date,product_id,closing_stock,stockout_flag,supplier_id
2024-03-31,P003,81,0,S003
2024-04-01,P003,56,0,S003
2024-04-02,P003,423,0,S003
2024-04-03,P003,394,0,S003
2024-04-04,P003,357,0,S003
2024-04-05,P003,327,0,S003
2024-04-06,P003,289,0,S003
2024-04-07,P003,251,0,S003
2024-04-08,P003,219,0,S003
2024-04-09,P003,190,0,S003
2024-04-10,P003,160,0,S003
2024-04-11,P003,130,0,S003
2024-04-12,P003,94,0,S003
2024-04-13,P003,55,0,S003
2024-04-14,P003,411,0,S003
2024-04-15,P003,376,0,S003
2024-04-16,P003,341,0,S003
2024-04-17,P003,316,0,S003
2024-04-18,P003,287,0,S003
2024-04-19,P003,251,0,S003
2024-04-20,P003,207,0,S003
2024-04-21,P003,164,0,S003
2024-04-22,P003,136,0,S003
2024-04-23,P003,106,0,S003
2024-04-24,P003,86,0,S003
2024-04-25,P003,461,0,S003
2024-04-26,P003,433,0,S003
2024-04-27,P003,394,0,S003
2024-04-28,P003,355,0,S003
2024-04-29,P003,332,0,S003
2024-04-30,P003,297,0,S003
2024-05-01,P003,265,0,S003
2024-05-02,P003,236,0,S003
2024-05-03,P003,201,0,S003
2024-05-04,P003,162,0,S003
2024-05-05,P003,126,0,S003
2024-05-06,P003,105,0,S003
2024-05-07,P003,58,0,S003
2024-05-08,P003,426,0,S003
2024-05-09,P003,386,0,S003
2024-05-10,P003,354,0,S003
2024-05-11,P003,306,0,S003
2024-05-12,P003,270,0,S003
2024-05-13,P003,246,0,S003
2024-05-14,P003,212,0,S003
2024-05-15,P003,176,0,S003
2024-05-16,P003,153,0,S003
2024-05-17,P003,125,0,S003
2024-05-18,P003,85,0,S003
2024-05-19,P003,51,0,S003
2024-05-20,P003,411,0,S003
2024-05-21,P003,381,0,S003
2024-05-22,P003,348,0,S003
2024-05-23,P003,319,0,S003
2024-05-24,P003,290,0,S003
2024-05-25,P003,241,0,S003
2024-05-26,P003,204,0,S003
2024-05-27,P003,174,0,S003
2024-05-28,P003,135,0,S003
2024-05-29,P003,117,0,S003
2024-05-30,P003,89,0,S003
2024-05-31,P003,454,0,S003
2024-06-01,P003,413,0,S003
2024-06-02,P003,386,0,S003
2024-06-03,P003,343,0,S003
2024-06-04,P003,302,0,S003
2024-06-05,P003,270,0,S003
2024-06-06,P003,241,0,S003
2024-06-07,P003,201,0,S003
2024-06-08,P003,158,0,S003
2024-06-09,P003,123,0,S003
2024-06-10,P003,78,0,S003
2024-06-11,P003,48,0,S003
2024-06-12,P003,409,0,S003
2024-06-13,P003,383,0,S003
2024-06-14,P003,345,0,S003
2024-06-15,P003,290,0,S003
2024-06-16,P003,246,0,S003
2024-06-17,P003,206,0,S003
2024-06-18,P003,171,0,S003
2024-06-19,P003,140,0,S003
2024-06-20,P003,108,0,S003
2024-06-21,P003,71,0,S003
2024-06-22,P003,418,0,S003
2024-06-23,P003,370,0,S003
2024-06-24,P003,335,0,S003
2024-06-25,P003,299,0,S003
2024-06-26,P003,259,0,S003
2024-06-27,P003,228,0,S003
2024-06-28,P003,194,0,S003
2024-06-29,P003,157,0,S003
2024-06-30,P003,103,0,S003
2024-07-01,P003,64,0,S003
2024-07-02,P003,34,0,S003
2024-07-03,P003,405,0,S003
2024-07-04,P003,372,0,S003
2024-07-05,P003,333,0,S003
2024-07-06,P003,292,0,S003
2024-07-07,P003,263,0,S003
2024-07-08,P003,228,0,S003
2024-07-09,P003,203,0,S003
2024-07-10,P003,164,0,S003
2024-07-11,P003,130,0,S003
2024-07-12,P003,87,0,S003
2024-07-13,P003,42,0,S003
2024-07-14,P003,393,0,S003
2024-07-15,P003,353,0,S003
2024-07-16,P003,320,0,S003
2024-07-17,P003,278,0,S003
2024-07-18,P003,244,0,S003
2024-07-19,P003,206,0,S003
2024-07-20,P003,161,0,S003
2024-07-21,P003,111,0,S003
2024-07-22,P003,75,0,S003
2024-07-23,P003,43,0,S003
2024-07-24,P003,417,0,S003
2024-07-25,P003,379,0,S003
2024-07-26,P003,342,0,S003
2024-07-27,P003,306,0,S003
2024-07-28,P003,265,0,S003
2024-07-29,P003,227,0,S003
2024-07-30,P003,181,0,S003
2024-07-31,P003,150,0,S003
2024-08-01,P003,124,0,S003
2024-08-02,P003,86,0,S003
2024-08-03,P003,435,0,S003
2024-08-04,P003,382,0,S003
2024-08-05,P003,356,0,S003
2024-08-06,P003,327,0,S003
2024-08-07,P003,292,0,S003
2024-08-08,P003,255,0,S003
2024-08-09,P003,212,0,S003
2024-08-10,P003,167,0,S003
2024-08-11,P003,134,0,S003
2024-08-12,P003,94,0,S003
2024-08-13,P003,57,0,S003
2024-08-14,P003,418,0,S003
2024-08-15,P003,381,0,S003
2024-08-16,P003,351,0,S003
2024-08-17,P003,303,0,S003
2024-08-18,P003,256,0,S003
2024-08-19,P003,223,0,S003
2024-08-20,P003,180,0,S003
2024-08-21,P003,160,0,S003
2024-08-22,P003,123,0,S003
2024-08-23,P003,87,0,S003
2024-08-24,P003,57,0,S003
2024-08-25,P003,420,0,S003
2024-08-26,P003,380,0,S003
2024-08-27,P003,344,0,S003
2024-08-28,P003,315,0,S003
2024-08-29,P003,269,0,S003
2024-08-30,P003,236,0,S003
2024-08-31,P003,204,0,S003
2024-09-01,P003,164,0,S003
2024-09-02,P003,135,0,S003
2024-09-03,P003,98,0,S003
2024-09-04,P003,62,0,S003
2024-09-05,P003,431,0,S003
2024-09-06,P003,405,0,S003
2024-09-07,P003,359,0,S003
2024-09-08,P003,312,0,S003
2024-09-09,P003,296,0,S003
2024-09-10,P003,267,0,S003
2024-09-11,P003,228,0,S003
2024-09-12,P003,206,0,S003
2024-09-13,P003,175,0,S003
2024-09-14,P003,133,0,S003
2024-09-15,P003,105,0,S003
2024-09-16,P003,74,0,S003
2024-09-17,P003,443,0,S003
2024-09-18,P003,410,0,S003
2024-09-19,P003,384,0,S003
2024-09-20,P003,350,0,S003
2024-09-21,P003,320,0,S003
2024-09-22,P003,290,0,S003
2024-09-23,P003,258,0,S003
2024-09-24,P003,237,0,S003
2024-09-25,P003,209,0,S003
2024-09-26,P003,189,0,S003
2024-09-27,P003,156,0,S003
2024-09-28,P003,108,0,S003
2024-09-29,P003,68,0,S003
2024-09-30,P003,40,0,S003
2024-10-01,P003,413,0,S003
2024-10-02,P003,388,0,S003
2024-10-03,P003,348,0,S003
2024-10-04,P003,318,0,S003
2024-10-05,P003,273,0,S003
2024-10-06,P003,238,0,S003
2024-10-07,P003,219,0,S003
2024-10-08,P003,194,0,S003
2024-10-09,P003,168,0,S003
2024-10-10,P003,130,0,S003
2024-10-11,P003,93,0,S003
2024-10-12,P003,51,0,S003
2024-10-13,P003,420,0,S003
2024-10-14,P003,392,0,S003
2024-10-15,P003,359,0,S003
2024-10-16,P003,329,0,S003
2024-10-17,P003,300,0,S003
2024-10-18,P003,257,0,S003
2024-10-19,P003,224,0,S003
2024-10-20,P003,182,0,S003
2024-10-21,P003,159,0,S003
2024-10-22,P003,131,0,S003
2024-10-23,P003,96,0,S003
2024-10-24,P003,50,0,S003
2024-10-25,P003,423,0,S003
2024-10-26,P003,376,0,S003
2024-10-27,P003,325,0,S003
2024-10-28,P003,294,0,S003
2024-10-29,P003,262,0,S003
2024-10-30,P003,232,0,S003
2024-10-31,P003,203,0,S003
2024-11-01,P003,163,0,S003
2024-11-02,P003,121,0,S003
2024-11-03,P003,68,0,S003
2024-11-04,P003,17,0,S003
2024-11-05,P003,375,0,S003
2024-11-06,P003,335,0,S003
2024-11-07,P003,294,0,S003
2024-11-08,P003,256,0,S003
2024-11-09,P003,197,0,S003
2024-11-10,P003,164,0,S003
2024-11-11,P003,125,0,S003
2024-11-12,P003,93,0,S003
2024-11-13,P003,48,0,S003
2024-11-14,P003,411,0,S003
2024-11-15,P003,380,0,S003
2024-11-16,P003,330,0,S003
2024-11-17,P003,274,0,S003
2024-11-18,P003,233,0,S003
2024-11-19,P003,181,0,S003
2024-11-20,P003,141,0,S003
2024-11-21,P003,108,0,S003
2024-11-22,P003,69,0,S003
2024-11-23,P003,417,0,S003
2024-11-24,P003,357,0,S003
2024-11-25,P003,313,0,S003
2024-11-26,P003,278,0,S003
2024-11-27,P003,230,0,S003
2024-11-28,P003,183,0,S003
2024-11-29,P003,148,0,S003
2024-11-30,P003,107,0,S003
2024-12-01,P003,35,0,S003
2024-12-02,P003,383,0,S003
2024-12-03,P003,325,0,S003
2024-12-04,P003,277,0,S003
2024-12-05,P003,231,0,S003
2024-12-06,P003,187,0,S003
2024-12-07,P003,140,0,S003
2024-12-08,P003,89,0,S003
2024-12-09,P003,32,0,S003
2024-12-10,P003,386,0,S003
2024-12-11,P003,345,0,S003
2024-12-12,P003,281,0,S003
2024-12-13,P003,240,0,S003
2024-12-14,P003,177,0,S003
2024-12-15,P003,123,0,S003
2024-12-16,P003,77,0,S003
2024-12-17,P003,32,0,S003
2024-12-18,P003,388,0,S003
2024-12-19,P003,346,0,S003
2024-12-20,P003,305,0,S003
2024-12-21,P003,249,0,S003
2024-12-22,P003,191,0,S003
2024-12-23,P003,131,0,S003
2024-12-24,P003,89,0,S003
2024-12-25,P003,34,0,S003
2024-12-26,P003,401,0,S003
2024-12-27,P003,360,0,S003
2024-12-28,P003,299,0,S003
2024-12-29,P003,234,0,S003
2024-12-30,P003,184,0,S003
2024-01-01,P004,588,0,S001
2024-01-02,P004,579,0,S001
2024-01-03,P004,570,0,S001
2024-01-04,P004,560,0,S001
2024-01-05,P004,548,0,S001
2024-01-06,P004,534,0,S001
2024-01-07,P004,523,0,S001
2024-01-08,P004,510,0,S001
2024-01-09,P004,503,0,S001
2024-01-10,P004,495,0,S001
2024-01-11,P004,479,0,S001
2024-01-12,P004,466,0,S001
2024-01-13,P004,451,0,S001
2024-01-14,P004,441,0,S001
2024-01-15,P004,425,0,S001
2024-01-16,P004,414,0,S001
2024-01-17,P004,403,0,S001
2024-01-18,P004,391,0,S001
2024-01-19,P004,380,0,S001
2024-01-20,P004,372,0,S001
2024-01-21,P004,360,0,S001
2024-01-22,P004,341,0,S001
2024-01-23,P004,334,0,S001
2024-01-24,P004,328,0,S001
2024-01-25,P004,318,0,S001
2024-01-26,P004,305,0,S001
2024-01-27,P004,293,0,S001
2024-01-28,P004,279,0,S001
2024-01-29,P004,265,0,S001
2024-01-30,P004,255,0,S001
2024-01-31,P004,248,0,S001
2024-02-01,P004,239,0,S001
2024-02-02,P004,229,0,S001
2024-02-03,P004,213,0,S001
2024-02-04,P004,191,0,S001
2024-02-05,P004,180,0,S001
2024-02-06,P004,167,0,S001
2024-02-07,P004,159,0,S001
2024-02-08,P004,145,0,S001
2024-02-09,P004,136,0,S001
2024-02-10,P004,111,0,S001
2024-02-11,P004,97,0,S001
2024-02-12,P004,80,0,S001
2024-02-13,P004,61,0,S001
2024-02-14,P004,49,0,S001
2024-02-15,P004,41,0,S001
2024-02-16,P004,29,0,S001
2024-02-17,P004,16,0,S001
2024-02-18,P004,3,0,S001
2024-02-19,P004,0,1,S001
2024-02-20,P004,0,1,S001
2024-02-21,P004,0,1,S001
2024-02-22,P004,385,0,S001
2024-02-23,P004,369,0,S001
2024-02-24,P004,357,0,S001
2024-02-25,P004,332,0,S001
2024-02-26,P004,321,0,S001
2024-02-27,P004,305,0,S001
2024-02-28,P004,293,0,S001
2024-02-29,P004,286,0,S001
2024-03-01,P004,270,0,S001
2024-03-02,P004,249,0,S001
2024-03-03,P004,226,0,S001
2024-03-04,P004,216,0,S001
2024-03-05,P004,201,0,S001
2024-03-06,P004,184,0,S001
2024-03-07,P004,166,0,S001
2024-03-08,P004,153,0,S001
2024-03-09,P004,135,0,S001
2024-03-10,P004,124,0,S001
2024-03-11,P004,110,0,S001
2024-03-12,P004,94,0,S001
2024-03-13,P004,76,0,S001
2024-03-14,P004,62,0,S001
2024-03-15,P004,50,0,S001
2024-03-16,P004,18,0,S001
2024-03-17,P004,4,0,S001
2024-03-18,P004,0,1,S001
2024-03-19,P004,0,1,S001
2024-03-20,P004,0,1,S001
2024-03-21,P004,0,1,S001
2024-03-22,P004,0,1,S001
2024-03-23,P004,383,0,S001
2024-03-24,P004,365,0,S001
2024-03-25,P004,344,0,S001
2024-03-26,P004,328,0,S001
2024-03-27,P004,315,0,S001
2024-03-28,P004,299,0,S001
2024-03-29,P004,279,0,S001
2024-03-30,P004,263,0,S001
2024-03-31,P004,242,0,S001
2024-04-01,P004,220,0,S001
2024-04-02,P004,207,0,S001
2024-04-03,P004,192,0,S001
2024-04-04,P004,179,0,S001
2024-04-05,P004,161,0,S001
2024-04-06,P004,141,0,S001
2024-04-07,P004,125,0,S001
2024-04-08,P004,109,0,S001
2024-04-09,P004,94,0,S001
2024-04-10,P004,79,0,S001
2024-04-11,P004,65,0,S001
2024-04-12,P004,44,0,S001
2024-04-13,P004,21,0,S001
2024-04-14,P004,4,0,S001
2024-04-15,P004,0,1,S001
2024-04-16,P004,0,1,S001
2024-04-17,P004,0,1,S001
2024-04-18,P004,0,1,S001
2024-04-19,P004,0,1,S001
2024-04-20,P004,381,0,S001
2024-04-21,P004,366,0,S001
2024-04-22,P004,350,0,S001
2024-04-23,P004,334,0,S001
2024-04-24,P004,321,0,S001
2024-04-25,P004,299,0,S001
2024-04-26,P004,283,0,S001
2024-04-27,P004,255,0,S001
2024-04-28,P004,243,0,S001
2024-04-29,P004,235,0,S001
2024-04-30,P004,220,0,S001
2024-05-01,P004,213,0,S001
2024-05-02,P004,202,0,S001
2024-05-03,P004,184,0,S001
2024-05-04,P004,163,0,S001
2024-05-05,P004,145,0,S001
2024-05-06,P004,123,0,S001
2024-05-07,P004,107,0,S001
2024-05-08,P004,89,0,S001
2024-05-09,P004,78,0,S001
2024-05-10,P004,57,0,S001
2024-05-11,P004,39,0,S001
2024-05-12,P004,21,0,S001
2024-05-13,P004,7,0,S001
2024-05-14,P004,0,1,S001
2024-05-15,P004,0,1,S001
2024-05-16,P004,0,1,S001
2024-05-17,P004,0,1,S001
2024-05-18,P004,0,1,S001
2024-05-19,P004,383,0,S001
2024-05-20,P004,366,0,S001
2024-05-21,P004,349,0,S001
2024-05-22,P004,333,0,S001
2024-05-23,P004,321,0,S001
2024-05-24,P004,304,0,S001
2024-05-25,P004,290,0,S001
2024-05-26,P004,280,0,S001
2024-05-27,P004,272,0,S001
2024-05-28,P004,264,0,S001
2024-05-29,P004,248,0,S001
2024-05-30,P004,229,0,S001
2024-05-31,P004,218,0,S001
2024-06-01,P004,194,0,S001
2024-06-02,P004,173,0,S001
2024-06-03,P004,157,0,S001
2024-06-04,P004,142,0,S001
2024-06-05,P004,130,0,S001
2024-06-06,P004,112,0,S001
2024-06-07,P004,100,0,S001
2024-06-08,P004,78,0,S001
2024-06-09,P004,57,0,S001
2024-06-10,P004,40,0,S001
2024-06-11,P004,13,0,S001
2024-06-12,P004,0,1,S001
2024-06-13,P004,0,1,S001
2024-06-14,P004,0,1,S001
2024-06-15,P004,0,1,S001
2024-06-16,P004,0,1,S001
2024-06-17,P004,0,1,S001
2024-06-18,P004,386,0,S001
2024-06-19,P004,363,0,S001
2024-06-20,P004,343,0,S001
2024-06-21,P004,326,0,S001
2024-06-22,P004,301,0,S001
2024-06-23,P004,281,0,S001
2024-06-24,P004,259,0,S001
2024-06-25,P004,242,0,S001
2024-06-26,P004,228,0,S001
2024-06-27,P004,211,0,S001
2024-06-28,P004,201,0,S001
2024-06-29,P004,177,0,S001
2024-06-30,P004,164,0,S001
2024-07-01,P004,149,0,S001
2024-07-02,P004,134,0,S001
2024-07-03,P004,113,0,S001
2024-07-04,P004,99,0,S001
2024-07-05,P004,84,0,S001
2024-07-06,P004,63,0,S001
2024-07-07,P004,38,0,S001
2024-07-08,P004,20,0,S001
2024-07-09,P004,0,1,S001
2024-07-10,P004,0,1,S001
2024-07-11,P004,0,1,S001
2024-07-12,P004,0,1,S001
2024-07-13,P004,0,1,S001
2024-07-14,P004,0,1,S001
2024-07-15,P004,0,1,S001
2024-07-16,P004,0,1,S001
2024-07-17,P004,0,1,S001
2024-07-18,P004,0,1,S001
2024-07-19,P004,0,1,S001
2024-07-20,P004,0,1,S001
2024-07-21,P004,375,0,S001
2024-07-22,P004,344,0,S001
2024-07-23,P004,326,0,S001
2024-07-24,P004,306,0,S001
2024-07-25,P004,291,0,S001
2024-07-26,P004,271,0,S001
2024-07-27,P004,249,0,S001
2024-07-28,P004,233,0,S001
2024-07-29,P004,215,0,S001
2024-07-30,P004,197,0,S001
2024-07-31,P004,180,0,S001
2024-08-01,P004,164,0,S001
2024-08-02,P004,150,0,S001
2024-08-03,P004,130,0,S001
2024-08-04,P004,104,0,S001
2024-08-05,P004,84,0,S001
2024-08-06,P004,65,0,S001
2024-08-07,P004,49,0,S001
2024-08-08,P004,38,0,S001
2024-08-09,P004,21,0,S001
2024-08-10,P004,0,1,S001
2024-08-11,P004,0,1,S001
2024-08-12,P004,0,1,S001
2024-08-13,P004,0,1,S001
2024-08-14,P004,0,1,S001
2024-08-15,P004,0,1,S001
2024-08-16,P004,384,0,S001
2024-08-17,P004,365,0,S001
2024-08-18,P004,340,0,S001
2024-08-19,P004,326,0,S001
2024-08-20,P004,311,0,S001
2024-08-21,P004,299,0,S001
2024-08-22,P004,280,0,S001
2024-08-23,P004,255,0,S001
2024-08-24,P004,230,0,S001
2024-08-25,P004,206,0,S001
2024-08-26,P004,188,0,S001
2024-08-27,P004,180,0,S001
2024-08-28,P004,157,0,S001
2024-08-29,P004,141,0,S001
2024-08-30,P004,120,0,S001
2024-08-31,P004,93,0,S001
2024-09-01,P004,79,0,S001
2024-09-02,P004,60,0,S001
2024-09-03,P004,45,0,S001
2024-09-04,P004,25,0,S001
2024-09-05,P004,8,0,S001
2024-09-06,P004,0,1,S001
2024-09-07,P004,0,1,S001
2024-09-08,P004,0,1,S001
2024-09-09,P004,0,1,S001
2024-09-10,P004,0,1,S001
2024-09-11,P004,0,1,S001
2024-09-12,P004,388,0,S001
2024-09-13,P004,374,0,S001
2024-09-14,P004,358,0,S001
2024-09-15,P004,342,0,S001
2024-09-16,P004,316,0,S001
2024-09-17,P004,309,0,S001
2024-09-18,P004,298,0,S001
2024-09-19,P004,285,0,S001
2024-09-20,P004,263,0,S001
2024-09-21,P004,244,0,S001
2024-09-22,P004,224,0,S001
2024-09-23,P004,208,0,S001
2024-09-24,P004,193,0,S001
2024-09-25,P004,177,0,S001
2024-09-26,P004,161,0,S001
2024-09-27,P004,153,0,S001
2024-09-28,P004,137,0,S001
2024-09-29,P004,119,0,S001
2024-09-30,P004,107,0,S001
2024-10-01,P004,93,0,S001
2024-10-02,P004,81,0,S001
2024-10-03,P004,67,0,S001
2024-10-04,P004,53,0,S001
2024-10-05,P004,25,0,S001
2024-10-06,P004,0,1,S001
2024-10-07,P004,0,1,S001
2024-10-08,P004,0,1,S001
2024-10-09,P004,0,1,S001
2024-10-10,P004,0,1,S001
2024-10-11,P004,0,1,S001
2024-10-12,P004,377,0,S001
2024-10-13,P004,351,0,S001
2024-10-14,P004,339,0,S001
2024-10-15,P004,325,0,S001
2024-10-16,P004,314,0,S001
2024-10-17,P004,299,0,S001
2024-10-18,P004,287,0,S001
2024-10-19,P004,265,0,S001
2024-10-20,P004,252,0,S001
2024-10-21,P004,236,0,S001
2024-10-22,P004,219,0,S001
2024-10-23,P004,207,0,S001
2024-10-24,P004,192,0,S001
2024-10-25,P004,172,0,S001
2024-10-26,P004,148,0,S001
2024-10-27,P004,130,0,S001
2024-10-28,P004,107,0,S001
2024-10-29,P004,92,0,S001
2024-10-30,P004,68,0,S001
2024-10-31,P004,54,0,S001
2024-11-01,P004,30,0,S001
2024-11-02,P004,3,0,S001
2024-11-03,P004,0,1,S001
2024-11-04,P004,0,1,S001
2024-11-05,P004,0,1,S001
2024-11-06,P004,0,1,S001
2024-11-07,P004,0,1,S001
2024-11-08,P004,0,1,S001
2024-11-09,P004,375,0,S001
2024-11-10,P004,349,0,S001
2024-11-11,P004,335,0,S001
2024-11-12,P004,305,0,S001
2024-11-13,P004,285,0,S001
2024-11-14,P004,261,0,S001
2024-11-15,P004,241,0,S001
2024-11-16,P004,218,0,S001
2024-11-17,P004,195,0,S001
2024-11-18,P004,181,0,S001
2024-11-19,P004,162,0,S001
2024-11-20,P004,141,0,S001
2024-11-21,P004,124,0,S001
2024-11-22,P004,108,0,S001
2024-11-23,P004,86,0,S001
2024-11-24,P004,58,0,S001
2024-11-25,P004,26,0,S001
2024-11-26,P004,5,0,S001
2024-11-27,P004,0,1,S001
2024-11-28,P004,0,1,S001
2024-11-29,P004,0,1,S001
2024-11-30,P004,0,1,S001
2024-12-01,P004,0,1,S001
2024-12-02,P004,0,1,S001
2024-12-03,P004,0,1,S001
2024-12-04,P004,369,0,S001
2024-12-05,P004,350,0,S001
2024-12-06,P004,318,0,S001
2024-12-07,P004,277,0,S001
2024-12-08,P004,258,0,S001
2024-12-09,P004,230,0,S001
2024-12-10,P004,201,0,S001
2024-12-11,P004,180,0,S001
2024-12-12,P004,159,0,S001
2024-12-13,P004,134,0,S001
2024-12-14,P004,108,0,S001
2024-12-15,P004,77,0,S001
2024-12-16,P004,42,0,S001
2024-12-17,P004,20,0,S001
2024-12-18,P004,0,1,S001
2024-12-19,P004,0,1,S001
2024-12-20,P004,0,1,S001
2024-12-21,P004,0,1,S001
2024-12-22,P004,0,1,S001
2024-12-23,P004,0,1,S001
2024-12-24,P004,0,1,S001
2024-12-25,P004,0,1,S001
2024-12-26,P004,0,1,S001
2024-12-27,P004,372,0,S001
2024-12-28,P004,346,0,S001
2024-12-29,P004,314,0,S001
2024-12-30,P004,290,0,S001
2024-01-01,P005,595,0,S002
2024-01-02,P005,588,0,S002
2024-01-03,P005,578,0,S002
2024-01-04,P005,571,0,S002
2024-01-05,P005,564,0,S002
2024-01-06,P005,557,0,S002
2024-01-07,P005,548,0,S002
2024-01-08,P005,542,0,S002
2024-01-09,P005,532,0,S002
2024-01-10,P005,526,0,S002
2024-01-11,P005,518,0,S002
2024-01-12,P005,509,0,S002
2024-01-13,P005,503,0,S002
2024-01-14,P005,490,0,S002
2024-01-15,P005,486,0,S002
2024-01-16,P005,482,0,S002
2024-01-17,P005,476,0,S002
2024-01-18,P005,472,0,S002
2024-01-19,P005,467,0,S002
2024-01-20,P005,455,0,S002
2024-01-21,P005,437,0,S002
2024-01-22,P005,428,0,S002
2024-01-23,P005,424,0,S002
2024-01-24,P005,419,0,S002
2024-01-25,P005,414,0,S002
2024-01-26,P005,406,0,S002
2024-01-27,P005,395,0,S002
2024-01-28,P005,381,0,S002
2024-01-29,P005,375,0,S002
2024-01-30,P005,363,0,S002
2024-01-31,P005,357,0,S002
2024-02-01,P005,351,0,S002
2024-02-02,P005,342,0,S002
2024-02-03,P005,334,0,S002
2024-02-04,P005,323,0,S002
2024-02-05,P005,316,0,S002
2024-02-06,P005,304,0,S002
2024-02-07,P005,298,0,S002
2024-02-08,P005,289,0,S002
2024-02-09,P005,276,0,S002
2024-02-10,P005,267,0,S002
2024-02-11,P005,253,0,S002
2024-02-12,P005,243,0,S002
2024-02-13,P005,229,0,S002
2024-02-14,P005,221,0,S002
2024-02-15,P005,213,0,S002
2024-02-16,P005,204,0,S002
2024-02-17,P005,191,0,S002
2024-02-18,P005,181,0,S002
2024-02-19,P005,170,0,S002
2024-02-20,P005,163,0,S002
2024-02-21,P005,156,0,S002
2024-02-22,P005,145,0,S002
2024-02-23,P005,135,0,S002
2024-02-24,P005,120,0,S002
2024-02-25,P005,113,0,S002
2024-02-26,P005,109,0,S002
2024-02-27,P005,103,0,S002
2024-02-28,P005,93,0,S002
2024-02-29,P005,481,0,S002
2024-03-01,P005,472,0,S002
2024-03-02,P005,466,0,S002
2024-03-03,P005,452,0,S002
2024-03-04,P005,444,0,S002
2024-03-05,P005,434,0,S002
2024-03-06,P005,430,0,S002
2024-03-07,P005,421,0,S002
2024-03-08,P005,410,0,S002
2024-03-09,P005,398,0,S002
2024-03-10,P005,386,0,S002
2024-03-11,P005,381,0,S002
2024-03-12,P005,376,0,S002
2024-03-13,P005,367,0,S002
2024-03-14,P005,359,0,S002
2024-03-15,P005,346,0,S002
2024-03-16,P005,329,0,S002
2024-03-17,P005,306,0,S002
2024-03-18,P005,298,0,S002
2024-03-19,P005,293,0,S002
2024-03-20,P005,284,0,S002
2024-03-21,P005,273,0,S002
2024-03-22,P005,266,0,S002
2024-03-23,P005,260,0,S002
2024-03-24,P005,249,0,S002
2024-03-25,P005,240,0,S002
2024-03-26,P005,231,0,S002
2024-03-27,P005,220,0,S002
2024-03-28,P005,207,0,S002
2024-03-29,P005,202,0,S002
2024-03-30,P005,188,0,S002
2024-03-31,P005,175,0,S002
2024-04-01,P005,161,0,S002
2024-04-02,P005,152,0,S002
2024-04-03,P005,138,0,S002
2024-04-04,P005,129,0,S002
2024-04-05,P005,119,0,S002
2024-04-06,P005,111,0,S002
2024-04-07,P005,103,0,S002
2024-04-08,P005,94,0,S002
2024-04-09,P005,87,0,S002
2024-04-10,P005,473,0,S002
2024-04-11,P005,456,0,S002
2024-04-12,P005,445,0,S002
2024-04-13,P005,430,0,S002
2024-04-14,P005,414,0,S002
2024-04-15,P005,401,0,S002
2024-04-16,P005,390,0,S002
2024-04-17,P005,383,0,S002
2024-04-18,P005,367,0,S002
2024-04-19,P005,357,0,S002
2024-04-20,P005,347,0,S002
2024-04-21,P005,331,0,S002
2024-04-22,P005,322,0,S002
2024-04-23,P005,311,0,S002
2024-04-24,P005,301,0,S002
2024-04-25,P005,292,0,S002
2024-04-26,P005,283,0,S002
2024-04-27,P005,271,0,S002
2024-04-28,P005,258,0,S002
2024-04-29,P005,250,0,S002
2024-04-30,P005,244,0,S002
2024-05-01,P005,236,0,S002
2024-05-02,P005,228,0,S002
2024-05-03,P005,223,0,S002
2024-05-04,P005,209,0,S002
2024-05-05,P005,195,0,S002
2024-05-06,P005,185,0,S002
2024-05-07,P005,171,0,S002
2024-05-08,P005,162,0,S002
2024-05-09,P005,150,0,S002
2024-05-10,P005,137,0,S002
2024-05-11,P005,119,0,S002
2024-05-12,P005,102,0,S002
2024-05-13,P005,98,0,S002
2024-05-14,P005,91,0,S002
2024-05-15,P005,80,0,S002
2024-05-16,P005,465,0,S002
2024-05-17,P005,459,0,S002
2024-05-18,P005,448,0,S002
2024-05-19,P005,434,0,S002
2024-05-20,P005,424,0,S002
2024-05-21,P005,411,0,S002
2024-05-22,P005,407,0,S002
2024-05-23,P005,399,0,S002
2024-05-24,P005,390,0,S002
2024-05-25,P005,378,0,S002
2024-05-26,P005,362,0,S002
2024-05-27,P005,350,0,S002
2024-05-28,P005,344,0,S002
2024-05-29,P005,331,0,S002
2024-05-30,P005,321,0,S002
2024-05-31,P005,312,0,S002
2024-06-01,P005,298,0,S002
2024-06-02,P005,284,0,S002
2024-06-03,P005,274,0,S002
2024-06-04,P005,266,0,S002
2024-06-05,P005,253,0,S002
2024-06-06,P005,239,0,S002
2024-06-07,P005,223,0,S002
2024-06-08,P005,209,0,S002
2024-06-09,P005,188,0,S002
2024-06-10,P005,174,0,S002
2024-06-11,P005,159,0,S002
2024-06-12,P005,148,0,S002
2024-06-13,P005,129,0,S002
2024-06-14,P005,120,0,S002
2024-06-15,P005,104,0,S002
2024-06-16,P005,87,0,S002
2024-06-17,P005,80,0,S002
2024-06-18,P005,66,0,S002
2024-06-19,P005,449,0,S002
2024-06-20,P005,441,0,S002
2024-06-21,P005,430,0,S002
2024-06-22,P005,410,0,S002
2024-06-23,P005,396,0,S002
2024-06-24,P005,386,0,S002
2024-06-25,P005,377,0,S002
2024-06-26,P005,368,0,S002
2024-06-27,P005,359,0,S002
2024-06-28,P005,351,0,S002
2024-06-29,P005,334,0,S002
2024-06-30,P005,320,0,S002
