date,product_id,closing_stock,stockout_flag,reorder_triggered,supplier_id,lead_time_days
24/10/2024,P002,334,0,0,S002,7
25/10/2024,P002,314,0,0,S002,7
26/10/2024,P002,288,0,0,S002,7
27/10/2024,P002,263,0,0,S002,7
28/10/2024,P002,246,0,0,S002,7
29/10/2024,P002,236,0,0,S002,7
30/10/2024,P002,219,0,0,S002,7
31/10/2024,P002,199,0,0,S002,7
01/11/2024,P002,174,0,0,S002,7
02/11/2024,P002,147,0,0,S002,7
03/11/2024,P002,126,0,0,S002,7
04/11/2024,P002,102,0,0,S002,7
05/11/2024,P002,85,0,0,S002,7
06/11/2024,P002,64,0,0,S002,7
07/11/2024,P002,39,0,0,S002,7
08/11/2024,P002,13,0,0,S002,7
09/11/2024,P002,383,0,0,S002,7
10/11/2024,P002,365,0,0,S002,7
11/11/2024,P002,348,0,0,S002,7
12/11/2024,P002,325,0,0,S002,7
13/11/2024,P002,309,0,0,S002,7
14/11/2024,P002,280,0,0,S002,7
15/11/2024,P002,266,0,0,S002,7
16/11/2024,P002,238,0,0,S002,7
17/11/2024,P002,207,0,0,S002,7
18/11/2024,P002,179,0,0,S002,7
19/11/2024,P002,159,0,0,S002,7
20/11/2024,P002,128,0,0,S002,7
21/11/2024,P002,110,0,0,S002,7
22/11/2024,P002,95,0,0,S002,7
23/11/2024,P002,57,0,0,S002,7
24/11/2024,P002,32,0,0,S002,7
25/11/2024,P002,12,0,0,S002,7
26/11/2024,P002,0,1,0,S002,7
27/11/2024,P002,379,0,0,S002,7
28/11/2024,P002,358,0,0,S002,7
29/11/2024,P002,335,0,0,S002,7
30/11/2024,P002,308,0,0,S002,7
01/12/2024,P002,267,0,0,S002,7
02/12/2024,P002,237,0,0,S002,7
03/12/2024,P002,216,0,0,S002,7
04/12/2024,P002,190,0,0,S002,7
05/12/2024,P002,160,0,0,S002,7
06/12/2024,P002,127,0,0,S002,7
07/12/2024,P002,96,0,0,S002,7
08/12/2024,P002,56,0,0,S002,7
09/12/2024,P002,27,0,0,S002,7
10/12/2024,P002,1,0,0,S002,7
11/12/2024,P002,0,1,0,S002,7
12/12/2024,P002,0,1,0,S002,7
13/12/2024,P002,369,0,0,S002,7
14/12/2024,P002,324,0,0,S002,7
15/12/2024,P002,294,0,0,S002,7
16/12/2024,P002,274,0,0,S002,7
17/12/2024,P002,252,0,0,S002,7
18/12/2024,P002,218,0,0,S002,7
19/12/2024,P002,196,0,0,S002,7
20/12/2024,P002,168,0,0,S002,7
21/12/2024,P002,143,0,0,S002,7
22/12/2024,P002,106,0,0,S002,7
23/12/2024,P002,83,0,0,S002,7
24/12/2024,P002,58,0,0,S002,7
25/12/2024,P002,28,0,0,S002,7
26/12/2024,P002,0,1,0,S002,7
27/12/2024,P002,0,1,0,S002,7
28/12/2024,P002,359,0,0,S002,7
29/12/2024,P002,329,0,0,S002,7
30/12/2024,P002,303,0,0,S002,7
01/01/2024,P003,583,0,0,S003,3
02/01/2024,P003,559,0,0,S003,3
03/01/2024,P003,543,0,0,S003,3
04/01/2024,P003,524,0,0,S003,3
05/01/2024,P003,508,0,0,S003,3
06/01/2024,P003,479,0,0,S003,3
07/01/2024,P003,444,0,0,S003,3
08/01/2024,P003,424,0,0,S003,3
09/01/2024,P003,394,0,0,S003,3
10/01/2024,P003,370,0,0,S003,3
11/01/2024,P003,347,0,0,S003,3
12/01/2024,P003,330,0,0,S003,3
13/01/2024,P003,299,0,0,S003,3
14/01/2024,P003,263,0,0,S003,3
15/01/2024,P003,238,0,0,S003,3
16/01/2024,P003,218,0,0,S003,3
17/01/2024,P003,191,0,0,S003,3
18/01/2024,P003,165,0,0,S003,3
19/01/2024,P003,143,0,0,S003,3
20/01/2024,P003,111,0,0,S003,3
21/01/2024,P003,85,0,0,S003,3
22/01/2024,P003,455,0,0,S003,3
23/01/2024,P003,435,0,0,S003,3
24/01/2024,P003,409,0,0,S003,3
25/01/2024,P003,384,0,0,S003,3
26/01/2024,P003,359,0,0,S003,3
27/01/2024,P003,327,0,0,S003,3
28/01/2024,P003,292,0,0,S003,3
29/01/2024,P003,267,0,0,S003,3
30/01/2024,P003,251,0,0,S003,3
31/01/2024,P003,232,0,0,S003,3
01/02/2024,P003,212,0,0,S003,3
02/02/2024,P003,178,0,0,S003,3
03/02/2024,P003,144,0,0,S003,3
04/02/2024,P003,114,0,0,S003,3
05/02/2024,P003,95,0,0,S003,3
06/02/2024,P003,462,0,0,S003,3
07/02/2024,P003,436,0,0,S003,3
08/02/2024,P003,408,0,0,S003,3
09/02/2024,P003,378,0,0,S003,3
10/02/2024,P003,343,0,0,S003,3
11/02/2024,P003,305,0,0,S003,3
12/02/2024,P003,274,0,0,S003,3
13/02/2024,P003,248,0,0,S003,3
14/02/2024,P003,225,0,0,S003,3
15/02/2024,P003,198,0,0,S003,3
16/02/2024,P003,182,0,0,S003,3
17/02/2024,P003,146,0,0,S003,3
18/02/2024,P003,118,0,0,S003,3
19/02/2024,P003,101,0,0,S003,3
20/02/2024,P003,471,0,0,S003,3
21/02/2024,P003,445,0,0,S003,3
22/02/2024,P003,431,0,0,S003,3
23/02/2024,P003,404,0,0,S003,3
24/02/2024,P003,358,0,0,S003,3
25/02/2024,P003,329,0,0,S003,3
26/02/2024,P003,293,0,0,S003,3
27/02/2024,P003,270,0,0,S003,3
28/02/2024,P003,240,0,0,S003,3
29/02/2024,P003,212,0,0,S003,3
01/03/2024,P003,185,0,0,S003,3
02/03/2024,P003,150,0,0,S003,3
03/03/2024,P003,113,0,0,S003,3
04/03/2024,P003,83,0,0,S003,3
05/03/2024,P003,459,0,0,S003,3
06/03/2024,P003,433,0,0,S003,3
07/03/2024,P003,405,0,0,S003,3
08/03/2024,P003,381,0,0,S003,3
09/03/2024,P003,352,0,0,S003,3
10/03/2024,P003,316,0,0,S003,3
11/03/2024,P003,296,0,0,S003,3
12/03/2024,P003,275,0,0,S003,3
13/03/2024,P003,241,0,0,S003,3
14/03/2024,P003,208,0,0,S003,3
15/03/2024,P003,176,0,0,S003,3
16/03/2024,P003,145,0,0,S003,3
17/03/2024,P003,111,0,0,S003,3
18/03/2024,P003,87,0,0,S003,3
19/03/2024,P003,453,0,0,S003,3
20/03/2024,P003,424,0,0,S003,3
21/03/2024,P003,401,0,0,S003,3
22/03/2024,P003,374,0,0,S003,3
23/03/2024,P003,338,0,0,S003,3
24/03/2024,P003,293,0,0,S003,3
25/03/2024,P003,256,0,0,S003,3
26/03/2024,P003,235,0,0,S003,3
27/03/2024,P003,212,0,0,S003,3
28/03/2024,P003,192,0,0,S003,3
29/03/2024,P003,173,0,0,S003,3
30/03/2024,P003,133,0,0,S003,3
31/03/2024,P003,81,0,0,S003,3
01/04/2024,P003,56,0,0,S003,3
02/04/2024,P003,423,0,0,S003,3
03/04/2024,P003,394,0,0,S003,3
04/04/2024,P003,357,0,0,S003,3
05/04/2024,P003,327,0,0,S003,3
06/04/2024,P003,289,0,0,S003,3
07/04/2024,P003,251,0,0,S003,3
08/04/2024,P003,219,0,0,S003,3
09/04/2024,P003,190,0,0,S003,3
10/04/2024,P003,160,0,0,S003,3
11/04/2024,P003,130,0,0,S003,3
12/04/2024,P003,94,0,0,S003,3
13/04/2024,P003,55,0,0,S003,3
14/04/2024,P003,411,0,0,S003,3
15/04/2024,P003,376,0,0,S003,3
16/04/2024,P003,341,0,0,S003,3
17/04/2024,P003,316,0,0,S003,3
18/04/2024,P003,287,0,0,S003,3
19/04/2024,P003,251,0,0,S003,3
20/04/2024,P003,207,0,0,S003,3
21/04/2024,P003,164,0,0,S003,3
22/04/2024,P003,136,0,0,S003,3
23/04/2024,P003,106,0,0,S003,3
24/04/2024,P003,86,0,0,S003,3
25/04/2024,P003,461,0,0,S003,3
26/04/2024,P003,433,0,0,S003,3
27/04/2024,P003,394,0,0,S003,3
28/04/2024,P003,355,0,0,S003,3
29/04/2024,P003,332,0,0,S003,3
30/04/2024,P003,297,0,0,S003,3
01/05/2024,P003,265,0,0,S003,3
02/05/2024,P003,236,0,0,S003,3
03/05/2024,P003,201,0,0,S003,3
04/05/2024,P003,162,0,0,S003,3
05/05/2024,P003,126,0,0,S003,3
06/05/2024,P003,105,0,0,S003,3
07/05/2024,P003,58,0,0,S003,3
08/05/2024,P003,426,0,0,S003,3
09/05/2024,P003,386,0,0,S003,3
10/05/2024,P003,354,0,0,S003,3
11/05/2024,P003,306,0,0,S003,3
12/05/2024,P003,270,0,0,S003,3
13/05/2024,P003,246,0,0,S003,3
14/05/2024,P003,212,0,0,S003,3
15/05/2024,P003,176,0,0,S003,3
16/05/2024,P003,153,0,0,S003,3
17/05/2024,P003,125,0,0,S003,3
18/05/2024,P003,85,0,0,S003,3
19/05/2024,P003,51,0,0,S003,3
20/05/2024,P003,411,0,0,S003,3
21/05/2024,P003,381,0,0,S003,3
22/05/2024,P003,348,0,0,S003,3
23/05/2024,P003,319,0,0,S003,3
24/05/2024,P003,290,0,0,S003,3
25/05/2024,P003,241,0,0,S003,3
26/05/2024,P003,204,0,0,S003,3
27/05/2024,P003,174,0,0,S003,3
28/05/2024,P003,135,0,0,S003,3
29/05/2024,P003,117,0,0,S003,3
30/05/2024,P003,89,0,0,S003,3
31/05/2024,P003,454,0,0,S003,3
01/06/2024,P003,413,0,0,S003,3
02/06/2024,P003,386,0,0,S003,3
03/06/2024,P003,343,0,0,S003,3
04/06/2024,P003,302,0,0,S003,3
05/06/2024,P003,270,0,0,S003,3
06/06/2024,P003,241,0,0,S003,3
07/06/2024,P003,201,0,0,S003,3
08/06/2024,P003,158,0,0,S003,3
09/06/2024,P003,123,0,0,S003,3
10/06/2024,P003,78,0,0,S003,3
11/06/2024,P003,48,0,0,S003,3
12/06/2024,P003,409,0,0,S003,3
13/06/2024,P003,383,0,0,S003,3
14/06/2024,P003,345,0,0,S003,3
15/06/2024,P003,290,0,0,S003,3
16/06/2024,P003,246,0,0,S003,3
17/06/2024,P003,206,0,0,S003,3
18/06/2024,P003,171,0,0,S003,3
19/06/2024,P003,140,0,0,S003,3
20/06/2024,P003,108,0,0,S003,3
21/06/2024,P003,71,0,0,S003,3
22/06/2024,P003,418,0,0,S003,3
23/06/2024,P003,370,0,0,S003,3
24/06/2024,P003,335,0,0,S003,3
25/06/2024,P003,299,0,0,S003,3
26/06/2024,P003,259,0,0,S003,3
27/06/2024,P003,228,0,0,S003,3
28/06/2024,P003,194,0,0,S003,3
29/06/2024,P003,157,0,0,S003,3
30/06/2024,P003,103,0,0,S003,3
01/07/2024,P003,64,0,0,S003,3
02/07/2024,P003,34,0,0,S003,3
03/07/2024,P003,405,0,0,S003,3
04/07/2024,P003,372,0,0,S003,3
05/07/2024,P003,333,0,0,S003,3
06/07/2024,P003,292,0,0,S003,3
07/07/2024,P003,263,0,0,S003,3
08/07/2024,P003,228,0,0,S003,3
09/07/2024,P003,203,0,0,S003,3
10/07/2024,P003,164,0,0,S003,3
11/07/2024,P003,130,0,0,S003,3
12/07/2024,P003,87,0,0,S003,3
13/07/2024,P003,42,0,0,S003,3
14/07/2024,P003,393,0,0,S003,3
15/07/2024,P003,353,0,0,S003,3
16/07/2024,P003,320,0,0,S003,3
17/07/2024,P003,278,0,0,S003,3
18/07/2024,P003,244,0,0,S003,3
19/07/2024,P003,206,0,0,S003,3
20/07/2024,P003,161,0,0,S003,3
21/07/2024,P003,111,0,0,S003,3
22/07/2024,P003,75,0,0,S003,3
23/07/2024,P003,43,0,0,S003,3
24/07/2024,P003,417,0,0,S003,3
25/07/2024,P003,379,0,0,S003,3
26/07/2024,P003,342,0,0,S003,3
27/07/2024,P003,306,0,0,S003,3
28/07/2024,P003,265,0,0,S003,3
29/07/2024,P003,227,0,0,S003,3
30/07/2024,P003,181,0,0,S003,3
31/07/2024,P003,150,0,0,S003,3
01/08/2024,P003,124,0,0,S003,3
02/08/2024,P003,86,0,0,S003,3
03/08/2024,P003,435,0,0,S003,3
04/08/2024,P003,382,0,0,S003,3
05/08/2024,P003,356,0,0,S003,3
06/08/2024,P003,327,0,0,S003,3
07/08/2024,P003,292,0,0,S003,3
08/08/2024,P003,255,0,0,S003,3
09/08/2024,P003,212,0,0,S003,3
10/08/2024,P003,167,0,0,S003,3
11/08/2024,P003,134,0,0,S003,3
12/08/2024,P003,94,0,0,S003,3
13/08/2024,P003,57,0,0,S003,3
14/08/2024,P003,418,0,0,S003,3
15/08/2024,P003,381,0,0,S003,3
16/08/2024,P003,351,0,0,S003,3
17/08/2024,P003,303,0,0,S003,3
18/08/2024,P003,256,0,0,S003,3
19/08/2024,P003,223,0,0,S003,3
20/08/2024,P003,180,0,0,S003,3
21/08/2024,P003,160,0,0,S003,3
22/08/2024,P003,123,0,0,S003,3
23/08/2024,P003,87,0,0,S003,3
24/08/2024,P003,57,0,0,S003,3
25/08/2024,P003,420,0,0,S003,3
26/08/2024,P003,380,0,0,S003,3
27/08/2024,P003,344,0,0,S003,3
28/08/2024,P003,315,0,0,S003,3
29/08/2024,P003,269,0,0,S003,3
30/08/2024,P003,236,0,0,S003,3
31/08/2024,P003,204,0,0,S003,3
01/09/2024,P003,164,0,0,S003,3
02/09/2024,P003,135,0,0,S003,3
03/09/2024,P003,98,0,0,S003,3
04/09/2024,P003,62,0,0,S003,3
05/09/2024,P003,431,0,0,S003,3
06/09/2024,P003,405,0,0,S003,3
07/09/2024,P003,359,0,0,S003,3
08/09/2024,P003,312,0,0,S003,3
09/09/2024,P003,296,0,0,S003,3
10/09/2024,P003,267,0,0,S003,3
11/09/2024,P003,228,0,0,S003,3
12/09/2024,P003,206,0,0,S003,3
13/09/2024,P003,175,0,0,S003,3
14/09/2024,P003,133,0,0,S003,3
15/09/2024,P003,105,0,0,S003,3
16/09/2024,P003,74,0,0,S003,3
17/09/2024,P003,443,0,0,S003,3
18/09/2024,P003,410,0,0,S003,3
19/09/2024,P003,384,0,0,S003,3
20/09/2024,P003,350,0,0,S003,3
21/09/2024,P003,320,0,0,S003,3
22/09/2024,P003,290,0,0,S003,3
23/09/2024,P003,258,0,0,S003,3
24/09/2024,P003,237,0,0,S003,3
25/09/2024,P003,209,0,0,S003,3
26/09/2024,P003,189,0,0,S003,3
27/09/2024,P003,156,0,0,S003,3
28/09/2024,P003,108,0,0,S003,3
29/09/2024,P003,68,0,0,S003,3
30/09/2024,P003,40,0,0,S003,3
01/10/2024,P003,413,0,0,S003,3
02/10/2024,P003,388,0,0,S003,3
03/10/2024,P003,348,0,0,S003,3
04/10/2024,P003,318,0,0,S003,3
05/10/2024,P003,273,0,0,S003,3
06/10/2024,P003,238,0,0,S003,3
07/10/2024,P003,219,0,0,S003,3
08/10/2024,P003,194,0,0,S003,3
09/10/2024,P003,168,0,0,S003,3
10/10/2024,P003,130,0,0,S003,3
11/10/2024,P003,93,0,0,S003,3
12/10/2024,P003,51,0,0,S003,3
13/10/2024,P003,420,0,0,S003,3
14/10/2024,P003,392,0,0,S003,3
15/10/2024,P003,359,0,0,S003,3
16/10/2024,P003,329,0,0,S003,3
17/10/2024,P003,300,0,0,S003,3
18/10/2024,P003,257,0,0,S003,3
19/10/2024,P003,224,0,0,S003,3
20/10/2024,P003,182,0,0,S003,3
21/10/2024,P003,159,0,0,S003,3
22/10/2024,P003,131,0,0,S003,3
23/10/2024,P003,96,0,0,S003,3
24/10/2024,P003,50,0,0,S003,3
25/10/2024,P003,423,0,0,S003,3
26/10/2024,P003,376,0,0,S003,3
27/10/2024,P003,325,0,0,S003,3
28/10/2024,P003,294,0,0,S003,3
29/10/2024,P003,262,0,0,S003,3
30/10/2024,P003,232,0,0,S003,3
31/10/2024,P003,203,0,0,S003,3
01/11/2024,P003,163,0,0,S003,3
02/11/2024,P003,121,0,0,S003,3
03/11/2024,P003,68,0,0,S003,3
04/11/2024,P003,17,0,0,S003,3
05/11/2024,P003,375,0,0,S003,3
06/11/2024,P003,335,0,0,S003,3
07/11/2024,P003,294,0,0,S003,3
08/11/2024,P003,256,0,0,S003,3
09/11/2024,P003,197,0,0,S003,3
10/11/2024,P003,164,0,0,S003,3
11/11/2024,P003,125,0,0,S003,3
12/11/2024,P003,93,0,0,S003,3
13/11/2024,P003,48,0,0,S003,3
14/11/2024,P003,411,0,0,S003,3
15/11/2024,P003,380,0,0,S003,3
16/11/2024,P003,330,0,0,S003,3
17/11/2024,P003,274,0,0,S003,3
18/11/2024,P003,233,0,0,S003,3
19/11/2024,P003,181,0,0,S003,3
20/11/2024,P003,141,0,0,S003,3
21/11/2024,P003,108,0,0,S003,3
22/11/2024,P003,69,0,0,S003,3
23/11/2024,P003,417,0,0,S003,3
24/11/2024,P003,357,0,0,S003,3
25/11/2024,P003,313,0,0,S003,3
26/11/2024,P003,278,0,0,S003,3
27/11/2024,P003,230,0,0,S003,3
28/11/2024,P003,183,0,0,S003,3
29/11/2024,P003,148,0,0,S003,3
30/11/2024,P003,107,0,0,S003,3
01/12/2024,P003,35,0,0,S003,3
02/12/2024,P003,383,0,0,S003,3
03/12/2024,P003,325,0,0,S003,3
04/12/2024,P003,277,0,0,S003,3
05/12/2024,P003,231,0,0,S003,3
06/12/2024,P003,187,0,0,S003,3
07/12/2024,P003,140,0,0,S003,3
08/12/2024,P003,89,0,0,S003,3
09/12/2024,P003,32,0,0,S003,3
10/12/2024,P003,386,0,0,S003,3
11/12/2024,P003,345,0,0,S003,3
12/12/2024,P003,281,0,0,S003,3
13/12/2024,P003,240,0,0,S003,3
14/12/2024,P003,177,0,0,S003,3
15/12/2024,P003,123,0,0,S003,3
16/12/2024,P003,77,0,0,S003,3
17/12/2024,P003,32,0,0,S003,3
18/12/2024,P003,388,0,0,S003,3
19/12/2024,P003,346,0,0,S003,3
20/12/2024,P003,305,0,0,S003,3
21/12/2024,P003,249,0,0,S003,3
22/12/2024,P003,191,0,0,S003,3
23/12/2024,P003,131,0,0,S003,3
24/12/2024,P003,89,0,0,S003,3
25/12/2024,P003,34,0,0,S003,3
26/12/2024,P003,401,0,0,S003,3
27/12/2024,P003,360,0,0,S003,3
28/12/2024,P003,299,0,0,S003,3
29/12/2024,P003,234,0,0,S003,3
30/12/2024,P003,184,0,0,S003,3
01/01/2024,P004,588,0,0,S001,14
02/01/2024,P004,579,0,0,S001,14
03/01/2024,P004,570,0,0,S001,14
04/01/2024,P004,560,0,0,S001,14
05/01/2024,P004,548,0,0,S001,14
06/01/2024,P004,534,0,0,S001,14
07/01/2024,P004,523,0,0,S001,14
08/01/2024,P004,510,0,0,S001,14
09/01/2024,P004,503,0,0,S001,14
10/01/2024,P004,495,0,0,S001,14
11/01/2024,P004,479,0,0,S001,14
12/01/2024,P004,466,0,0,S001,14
13/01/2024,P004,451,0,0,S001,14
14/01/2024,P004,441,0,0,S001,14
15/01/2024,P004,425,0,0,S001,14
16/01/2024,P004,414,0,0,S001,14
17/01/2024,P004,403,0,0,S001,14
18/01/2024,P004,391,0,0,S001,14
19/01/2024,P004,380,0,0,S001,14
20/01/2024,P004,372,0,0,S001,14
21/01/2024,P004,360,0,0,S001,14
22/01/2024,P004,341,0,0,S001,14
23/01/2024,P004,334,0,0,S001,14
24/01/2024,P004,328,0,0,S001,14
25/01/2024,P004,318,0,0,S001,14
26/01/2024,P004,305,0,0,S001,14
27/01/2024,P004,293,0,0,S001,14
28/01/2024,P004,279,0,0,S001,14
29/01/2024,P004,265,0,0,S001,14
30/01/2024,P004,255,0,0,S001,14
31/01/2024,P004,248,0,0,S001,14
01/02/2024,P004,239,0,0,S001,14
02/02/2024,P004,229,0,0,S001,14
03/02/2024,P004,213,0,0,S001,14
04/02/2024,P004,191,0,0,S001,14
05/02/2024,P004,180,0,0,S001,14
06/02/2024,P004,167,0,0,S001,14
07/02/2024,P004,159,0,0,S001,14
08/02/2024,P004,145,0,0,S001,14
09/02/2024,P004,136,0,0,S001,14
10/02/2024,P004,111,0,0,S001,14
11/02/2024,P004,97,0,0,S001,14
12/02/2024,P004,80,0,0,S001,14
13/02/2024,P004,61,0,0,S001,14
14/02/2024,P004,49,0,0,S001,14
15/02/2024,P004,41,0,0,S001,14
16/02/2024,P004,29,0,0,S001,14
17/02/2024,P004,16,0,0,S001,14
18/02/2024,P004,3,0,0,S001,14
19/02/2024,P004,0,1,0,S001,14
20/02/2024,P004,0,1,0,S001,14
21/02/2024,P004,0,1,0,S001,14
22/02/2024,P004,385,0,0,S001,14
23/02/2024,P004,369,0,0,S001,14
24/02/2024,P004,357,0,0,S001,14
25/02/2024,P004,332,0,0,S001,14
26/02/2024,P004,321,0,0,S001,14
27/02/2024,P004,305,0,0,S001,14
28/02/2024,P004,293,0,0,S001,14
29/02/2024,P004,286,0,0,S001,14
01/03/2024,P004,270,0,0,S001,14
02/03/2024,P004,249,0,0,S001,14
03/03/2024,P004,226,0,0,S001,14
04/03/2024,P004,216,0,0,S001,14
05/03/2024,P004,201,0,0,S001,14
06/03/2024,P004,184,0,0,S001,14
07/03/2024,P004,166,0,0,S001,14
08/03/2024,P004,153,0,0,S001,14
09/03/2024,P004,135,0,0,S001,14
10/03/2024,P004,124,0,0,S001,14
11/03/2024,P004,110,0,0,S001,14
12/03/2024,P004,94,0,0,S001,14
13/03/2024,P004,76,0,0,S001,14
14/03/2024,P004,62,0,0,S001,14
15/03/2024,P004,50,0,0,S001,14
16/03/2024,P004,18,0,0,S001,14
17/03/2024,P004,4,0,0,S001,14
18/03/2024,P004,0,1,0,S001,14
19/03/2024,P004,0,1,0,S001,14
20/03/2024,P004,0,1,0,S001,14
21/03/2024,P004,0,1,0,S001,14
22/03/2024,P004,0,1,0,S001,14
23/03/2024,P004,383,0,0,S001,14
24/03/2024,P004,365,0,0,S001,14
25/03/2024,P004,344,0,0,S001,14
26/03/2024,P004,328,0,0,S001,14
27/03/2024,P004,315,0,0,S001,14
28/03/2024,P004,299,0,0,S001,14
29/03/2024,P004,279,0,0,S001,14
30/03/2024,P004,263,0,0,S001,14
31/03/2024,P004,242,0,0,S001,14
01/04/2024,P004,220,0,0,S001,14
02/04/2024,P004,207,0,0,S001,14
03/04/2024,P004,192,0,0,S001,14
04/04/2024,P004,179,0,0,S001,14
05/04/2024,P004,161,0,0,S001,14
06/04/2024,P004,141,0,0,S001,14
07/04/2024,P004,125,0,0,S001,14
08/04/2024,P004,109,0,0,S001,14
09/04/2024,P004,94,0,0,S001,14
10/04/2024,P004,79,0,0,S001,14
11/04/2024,P004,65,0,0,S001,14
12/04/2024,P004,44,0,0,S001,14
13/04/2024,P004,21,0,0,S001,14
14/04/2024,P004,4,0,0,S001,14
15/04/2024,P004,0,1,0,S001,14
16/04/2024,P004,0,1,0,S001,14
17/04/2024,P004,0,1,0,S001,14
18/04/2024,P004,0,1,0,S001,14
19/04/2024,P004,0,1,0,S001,14
20/04/2024,P004,381,0,0,S001,14
21/04/2024,P004,366,0,0,S001,14
22/04/2024,P004,350,0,0,S001,14
23/04/2024,P004,334,0,0,S001,14
24/04/2024,P004,321,0,0,S001,14
25/04/2024,P004,299,0,0,S001,14
26/04/2024,P004,283,0,0,S001,14
27/04/2024,P004,255,0,0,S001,14
28/04/2024,P004,243,0,0,S001,14
29/04/2024,P004,235,0,0,S001,14
30/04/2024,P004,220,0,0,S001,14
01/05/2024,P004,213,0,0,S001,14
02/05/2024,P004,202,0,0,S001,14
03/05/2024,P004,184,0,0,S001,14
04/05/2024,P004,163,0,0,S001,14
05/05/2024,P004,145,0,0,S001,14
06/05/2024,P004,123,0,0,S001,14
07/05/2024,P004,107,0,0,S001,14
08/05/2024,P004,89,0,0,S001,14
09/05/2024,P004,78,0,0,S001,14
10/05/2024,P004,57,0,0,S001,14
11/05/2024,P004,39,0,0,S001,14
12/05/2024,P004,21,0,0,S001,14
13/05/2024,P004,7,0,0,S001,14
14/05/2024,P004,0,1,0,S001,14
15/05/2024,P004,0,1,0,S001,14
16/05/2024,P004,0,1,0,S001,14
17/05/2024,P004,0,1,0,S001,14
18/05/2024,P004,0,1,0,S001,14
19/05/2024,P004,383,0,0,S001,14
20/05/2024,P004,366,0,0,S001,14
21/05/2024,P004,349,0,0,S001,14
22/05/2024,P004,333,0,0,S001,14
23/05/2024,P004,321,0,0,S001,14
24/05/2024,P004,304,0,0,S001,14
25/05/2024,P004,290,0,0,S001,14
26/05/2024,P004,280,0,0,S001,14
27/05/2024,P004,272,0,0,S001,14
28/05/2024,P004,264,0,0,S001,14
29/05/2024,P004,248,0,0,S001,14
30/05/2024,P004,229,0,0,S001,14
31/05/2024,P004,218,0,0,S001,14
01/06/2024,P004,194,0,0,S001,14
02/06/2024,P004,173,0,0,S001,14
03/06/2024,P004,157,0,0,S001,14
04/06/2024,P004,142,0,0,S001,14
05/06/2024,P004,130,0,0,S001,14
06/06/2024,P004,112,0,0,S001,14
07/06/2024,P004,100,0,0,S001,14
08/06/2024,P004,78,0,0,S001,14
09/06/2024,P004,57,0,0,S001,14
10/06/2024,P004,40,0,0,S001,14
11/06/2024,P004,13,0,0,S001,14
12/06/2024,P004,0,1,0,S001,14
13/06/2024,P004,0,1,0,S001,14
14/06/2024,P004,0,1,0,S001,14
15/06/2024,P004,0,1,0,S001,14
16/06/2024,P004,0,1,0,S001,14
17/06/2024,P004,0,1,0,S001,14
18/06/2024,P004,386,0,0,S001,14
19/06/2024,P004,363,0,0,S001,14
20/06/2024,P004,343,0,0,S001,14
21/06/2024,P004,326,0,0,S001,14
22/06/2024,P004,301,0,0,S001,14
23/06/2024,P004,281,0,0,S001,14
24/06/2024,P004,259,0,0,S001,14
25/06/2024,P004,242,0,0,S001,14
26/06/2024,P004,228,0,0,S001,14
27/06/2024,P004,211,0,0,S001,14
28/06/2024,P004,201,0,0,S001,14
29/06/2024,P004,177,0,0,S001,14
30/06/2024,P004,164,0,0,S001,14
01/07/2024,P004,149,0,0,S001,14
02/07/2024,P004,134,0,0,S001,14
03/07/2024,P004,113,0,0,S001,14
04/07/2024,P004,99,0,0,S001,14
05/07/2024,P004,84,0,0,S001,14
06/07/2024,P004,63,0,0,S001,14
07/07/2024,P004,38,0,0,S001,14
08/07/2024,P004,20,0,0,S001,14
09/07/2024,P004,0,1,0,S001,14
10/07/2024,P004,0,1,0,S001,14
11/07/2024,P004,0,1,0,S001,14
12/07/2024,P004,0,1,0,S001,14
13/07/2024,P004,0,1,0,S001,14
14/07/2024,P004,0,1,0,S001,14
15/07/2024,P004,0,1,0,S001,14
16/07/2024,P004,0,1,0,S001,14
17/07/2024,P004,0,1,0,S001,14
18/07/2024,P004,0,1,0,S001,14
19/07/2024,P004,0,1,0,S001,14
20/07/2024,P004,0,1,0,S001,14
21/07/2024,P004,375,0,0,S001,14
22/07/2024,P004,344,0,0,S001,14
23/07/2024,P004,326,0,0,S001,14
24/07/2024,P004,306,0,0,S001,14
25/07/2024,P004,291,0,0,S001,14
26/07/2024,P004,271,0,0,S001,14
27/07/2024,P004,249,0,0,S001,14
28/07/2024,P004,233,0,0,S001,14
29/07/2024,P004,215,0,0,S001,14
30/07/2024,P004,197,0,0,S001,14
31/07/2024,P004,180,0,0,S001,14
01/08/2024,P004,164,0,0,S001,14
02/08/2024,P004,150,0,0,S001,14
03/08/2024,P004,130,0,0,S001,14
04/08/2024,P004,104,0,0,S001,14
05/08/2024,P004,84,0,0,S001,14
06/08/2024,P004,65,0,0,S001,14
07/08/2024,P004,49,0,0,S001,14
08/08/2024,P004,38,0,0,S001,14
09/08/2024,P004,21,0,0,S001,14
10/08/2024,P004,0,1,0,S001,14
11/08/2024,P004,0,1,0,S001,14
12/08/2024,P004,0,1,0,S001,14
13/08/2024,P004,0,1,0,S001,14
14/08/2024,P004,0,1,0,S001,14
15/08/2024,P004,0,1,0,S001,14
16/08/2024,P004,384,0,0,S001,14
17/08/2024,P004,365,0,0,S001,14
18/08/2024,P004,340,0,0,S001,14
